lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
195,0,72.0,12,4,3,4,2,0,0,1
268,1,96.25,8,6,4,1,1,0,1,1
24,1,101.0,6,23,4,1,0,0,0,1
153,2,134.3,7,21,4,3,1,0,3,0
19,1,95.9,9,19,3,1,1,3,0,1
125,1,89.25,10,15,4,3,2,0,0,1
51,2,135.9,9,26,4,1,1,0,0,1
89,3,72.25,7,17,3,2,2,0,0,1
41,2,101.52,5,10,3,4,0,0,0,1
1,0,71.0,2,25,4,3,0,0,1,1
44,0,94.8,11,2,4,4,0,0,0,1
0,0,0.0,12,10,1,1,0,0,6,1
1,1,95.0,12,28,4,1,1,3,0,1
24,0,123.5,4,11,4,3,1,0,3,0
5,2,0.0,11,20,1,0,1,0,3,1
165,1,112.8,8,24,4,3,0,0,3,0
1,0,94.0,7,7,2,1,0,0,3,1
32,1,109.0,10,27,4,3,0,3,0,1
56,1,107.1,7,1,4,2,1,3,0,1
25,0,123.0,5,30,4,2,1,0,0,0
59,0,85.5,4,19,4,1,0,0,0,0
113,0,61.25,3,29,3,4,0,0,0,1
3,2,106.0,8,21,4,2,0,0,0,1
32,1,64.22,2,22,4,2,1,0,3,1
116,2,117.06,6,16,4,5,2,0,0,1
12,0,129.0,2,7,4,1,2,1,0,0
87,1,56.94,3,20,4,2,2,0,0,1
42,1,133.03,11,9,4,4,0,0,0,1
54,0,187.85,4,29,4,4,2,0,5,0
64,4,105.6,10,31,4,2,1,0,3,1
6,0,104.0,4,18,4,1,1,0,0,1
40,2,135.4,12,22,4,3,1,0,3,1
85,2,113.4,10,17,4,2,1,0,0,1
161,0,71.0,4,22,3,2,1,0,0,1
4,0,81.0,2,19,2,1,0,0,0,1
129,1,94.5,5,12,4,2,0,3,0,1
0,0,113.33,11,5,4,4,2,1,0,1
7,0,173.0,3,23,4,3,0,0,3,1
69,1,76.5,3,31,4,2,0,0,0,1
14,1,142.0,4,15,4,2,0,0,3,1
205,0,63.75,12,7,4,4,0,3,0,0
31,1,69.5,2,6,4,1,2,3,0,1
192,0,95.0,6,24,3,2,0,0,0,0
130,1,118.8,10,8,4,1,1,0,0,0
8,0,177.5,12,3,4,1,1,0,5,1
1,2,150.0,10,17,4,0,1,0,0,1
282,0,0.0,10,10,4,1,2,0,0,1
137,0,103.09,8,2,4,5,2,0,0,0
98,1,85.6,4,8,4,2,0,0,0,0
216,0,172.23,11,6,4,5,2,0,0,0
116,0,76.0,2,28,3,1,2,0,0,1
1,2,106.0,8,25,4,1,0,0,0,1
4,1,131.75,11,3,4,3,1,0,0,1
10,1,129.0,6,16,4,3,0,3,0,0
6,0,166.0,8,4,4,3,0,0,3,0
190,1,121.5,8,8,4,2,1,0,0,0
83,0,129.5,2,28,3,1,2,0,5,1
41,2,103.5,10,19,4,2,1,0,0,1
38,1,68.14,4,17,4,1,2,3,0,1
308,2,78.3,11,23,4,3,0,0,0,0
42,0,72.0,11,4,3,2,0,0,0,1
48,1,89.1,6,21,4,1,0,3,0,1
36,0,159.3,5,14,4,1,1,0,3,0
153,1,91.38,7,27,4,4,0,3,0,1
3,0,127.8,4,29,3,1,0,0,3,1
10,1,90.0,8,29,4,1,2,0,0,1
265,1,115.0,6,24,4,2,0,1,0,0
37,0,140.4,5,27,4,1,0,0,3,0
47,0,140.4,6,16,4,3,1,0,3,0
193,0,120.0,6,20,4,2,1,0,0,0
112,1,104.5,7,18,4,1,1,0,0,1
12,3,90.0,8,23,4,2,2,0,0,1
13,2,88.4,12,18,4,4,2,0,0,1
6,3,122.48,12,30,4,2,2,0,0,1
56,0,85.5,9,20,3,1,0,0,0,1
6,1,81.0,12,1,4,1,0,0,0,1
165,2,123.3,10,27,4,3,1,0,3,0
196,0,85.5,8,30,4,3,0,3,0,0
4,1,133.0,2,4,4,2,0,0,3,1
0,1,65.0,2,22,2,1,1,0,0,1
165,0,108.04,7,6,4,4,2,0,0,0
156,1,106.89,8,12,4,6,2,0,0,0
13,0,40.0,12,13,3,5,2,0,0,1
1,1,131.0,7,29,4,2,0,0,0,1
88,1,85.5,4,3,4,0,2,3,0,0
13,0,109.0,10,19,2,3,1,0,0,1
36,1,129.0,10,26,4,4,0,0,0,0
203,1,122.76,8,13,4,5,2,0,0,0
171,0,80.75,9,20,3,5,2,0,0,0
73,0,72.0,10,28,3,1,0,0,0,1
267,1,128.7,10,26,4,3,0,0,3,0
6,0,75.0,7,8,3,2,1,0,0,1
8,1,92.95,1,2,4,1,2,0,3,1
81,1,97.75,3,23,4,4,1,0,3,0
0,0,65.0,8,31,2,2,1,0,0,1
2,1,92.0,1,28,4,1,0,0,0,1
53,2,118.8,10,4,4,3,0,0,0,1
145,0,128.34,8,29,4,4,1,0,0,1
13,1,111.6,9,20,4,3,2,0,0,1
137,0,130.95,8,24,4,4,0,0,3,0
1,1,126.0,10,5,4,0,1,0,0,0
225,0,106.25,10,17,4,4,1,0,0,0
163,0,115.0,10,15,4,1,2,0,0,0
268,0,78.0,4,8,4,3,2,0,0,0
17,2,148.38,5,7,4,2,2,1,0,1
7,1,215.0,4,15,3,2,0,1,4,1
6,1,131.0,4,15,4,1,0,0,0,1
161,2,95.69,6,17,4,5,2,3,0,0
46,1,76.48,3,15,4,5,2,0,3,0
272,1,94.35,10,15,4,4,2,0,0,0
92,0,90.0,11,2,4,4,1,0,0,1
97,0,185.22,10,21,4,3,2,0,5,0
17,2,114.4,9,10,4,3,2,0,0,1
41,1,131.4,5,28,4,1,1,0,3,1
22,0,65.0,8,26,2,2,0,0,0,1
109,0,58.0,3,20,3,1,2,0,0,1
38,0,126.0,10,2,4,2,2,0,0,1
53,1,137.7,4,7,4,3,0,0,3,1
11,1,87.01,9,6,4,3,0,3,0,1
77,1,115.8,4,18,4,2,1,0,3,1
66,0,148.5,4,23,4,1,1,1,0,0
96,2,189.0,7,12,4,4,0,1,3,1
17,1,109.0,3,16,4,1,0,0,0,1
69,1,125.1,9,12,4,0,1,3,0,1
0,0,106.67,8,22,4,1,2,0,0,1
38,0,159.3,5,10,4,3,0,0,3,0
53,2,158.4,10,16,4,2,2,0,3,1
9,2,171.0,8,8,4,2,1,0,0,1
0,0,119.35,10,7,4,1,0,0,3,1
16,0,89.0,11,25,3,2,0,0,0,1
18,3,139.0,10,10,4,0,1,0,0,1
24,0,120.27,4,10,4,3,2,0,3,0
26,2,123.0,11,17,4,2,0,0,3,1
31,2,72.8,2,20,4,1,1,0,0,1
50,0,112.5,4,8,4,2,0,0,0,0
49,1,121.5,5,30,4,0,1,0,0,1
18,0,85.0,10,2,3,2,2,0,0,1
103,0,76.5,4,21,4,1,0,3,0,0
16,0,43.0,1,31,3,2,2,0,0,1
64,1,126.9,4,29,4,2,1,0,0,0
132,0,140.27,7,31,4,5,2,0,3,0
46,0,140.4,5,16,4,1,1,0,3,1
61,0,68.0,11,19,3,1,2,0,0,0
106,0,77.33,3,22,3,3,0,0,0,1
38,1,145.8,9,21,4,2,1,0,0,1
13,1,124.52,11,3,4,8,4,0,0,1
30,0,77.5,3,4,4,2,0,0,0,1
194,1,94.25,10,6,4,2,0,0,3,0
16,0,76.0,3,8,2,2,0,0,3,1
243,0,73.95,11,24,4,3,1,0,0,0
38,2,120.91,11,4,4,2,2,0,3,1
141,1,85.5,8,5,4,2,0,0,0,1
314,0,68.66,12,26,4,6,3,3,0,0
0,1,0.0,9,5,1,2,1,0,5,1
35,1,107.1,3,27,4,0,2,3,0,1
69,0,83.0,9,22,3,2,0,1,0,1
12,1,93.5,11,1,4,4,0,3,0,1
0,0,125.7,9,21,3,2,1,1,0,1
49,1,73.8,11,11,4,2,0,3,0,0
0,2,152.0,9,9,4,3,0,0,0,1
180,1,135.9,9,3,4,1,2,0,0,0
66,0,92.7,9,7,4,1,0,0,0,0
14,3,98.0,9,11,4,0,2,3,0,1
112,1,94.81,9,15,4,3,0,0,0,1
1,2,91.38,11,20,4,2,2,0,0,1
70,0,67.5,3,12,4,1,2,3,0,0
0,0,216.0,8,15,4,0,1,0,0,0
87,1,80.75,10,23,3,1,2,0,0,1
14,0,90.0,8,25,3,3,0,0,0,1
30,0,85.5,3,30,3,2,0,0,0,1
41,0,60.0,12,27,3,1,0,0,0,1
313,0,77.69,12,23,4,7,3,0,0,0
9,2,178.0,10,30,4,0,2,1,0,1
73,1,88.29,12,20,4,5,2,1,0,1
170,0,78.0,4,8,3,3,2,0,0,1
6,0,92.0,2,22,4,2,1,0,0,1
10,0,65.0,10,18,2,0,1,0,0,1
0,0,206.0,7,20,4,2,0,0,5,0
78,1,105.3,3,24,4,3,0,0,0,1
206,0,80.75,8,12,4,2,2,3,0,0
36,1,55.09,12,10,4,2,0,3,0,1
15,0,54.5,3,1,3,4,0,0,3,1
15,3,198.5,4,6,4,4,0,0,5,1
11,1,110.0,11,1,2,5,1,0,2,1
73,2,140.4,8,6,4,1,2,0,3,1
68,0,121.5,5,10,4,3,0,0,0,0
30,0,81.0,11,25,3,2,0,0,0,1
88,0,82.45,7,15,3,2,1,0,3,0
75,0,69.53,3,14,4,2,1,0,1,1
1,0,65.6,12,27,4,1,0,3,0,1
29,2,111.67,9,25,4,1,2,3,0,1
6,0,116.0,11,6,4,2,0,0,0,1
3,0,95.0,6,20,3,3,1,0,0,1
0,0,111.0,4,19,4,1,0,0,0,1
17,2,124.0,9,17,4,2,0,0,0,1
263,0,67.0,9,21,3,0,1,0,0,1
0,1,0.0,8,26,4,1,0,0,4,1
163,2,123.3,10,26,4,3,0,0,3,0
252,0,67.5,11,15,4,2,0,3,0,0
10,2,90.0,8,28,4,1,0,0,0,1
21,0,95.0,4,28,0,8,3,0,0,1
81,2,143.1,5,12,4,3,0,0,0,1
1,1,211.76,10,28,4,2,1,0,5,1
103,0,116.1,6,14,4,2,0,3,1,0
180,2,54.75,11,13,4,0,1,3,0,1
28,2,104.5,8,30,4,4,0,3,0,1
254,0,90.95,10,25,4,5,0,0,0,0
59,1,81.3,3,17,4,3,0,3,0,1
16,0,134.7,5,31,4,4,0,0,3,1
32,1,96.3,10,19,4,2,1,0,0,1
16,1,138.0,10,5,3,2,0,0,0,1
20,3,127.2,9,25,4,4,2,0,3,1
320,0,90.0,8,18,3,2,0,1,0,1
0,0,67.0,11,14,2,0,1,0,0,1
5,2,171.26,2,1,4,0,1,0,6,1
70,0,100.0,6,3,3,2,0,0,1,1
283,1,111.3,10,23,4,1,2,0,3,0
12,0,161.0,12,10,4,1,0,0,3,1
3,0,85.0,10,15,3,3,0,0,3,1
48,2,142.2,9,2,4,1,0,0,3,1
180,1,97.54,8,20,4,1,0,0,1,1
37,1,146.33,10,20,4,3,0,0,0,0
124,0,198.9,5,31,4,3,0,0,5,0
10,0,79.0,3,7,4,2,1,3,0,0
167,1,72.25,8,4,3,3,2,0,0,1
164,0,105.3,7,29,4,1,0,0,0,0
28,0,166.0,6,28,4,2,0,0,3,0
1,0,85.0,2,15,4,1,1,0,0,1
12,0,0.0,8,5,1,3,0,0,0,1
85,0,75.0,12,8,3,3,0,0,0,1
41,1,108.45,6,19,4,2,2,0,0,1
50,1,74.8,11,15,4,4,0,3,0,1
111,2,155.7,8,11,4,2,0,0,3,1
111,0,127.8,8,11,4,2,0,0,3,1
48,0,74.0,2,7,3,1,2,0,0,1
58,0,80.0,11,11,3,1,0,0,0,1
114,0,114.3,8,6,4,2,2,0,0,1
14,0,87.0,2,24,3,3,0,0,0,1
230,1,137.0,9,6,4,5,0,0,0,0
73,1,126.9,6,9,4,2,0,0,0,1
65,2,130.9,9,25,4,3,2,0,0,1
57,2,82.45,3,11,4,2,2,0,3,1
125,0,114.3,8,8,4,4,1,0,0,0
23,1,133.55,12,30,4,2,2,0,3,1
8,0,76.5,11,11,4,2,0,3,0,0
70,0,173.35,4,8,3,2,2,0,4,1
39,0,100.62,8,28,4,3,2,3,0,1
188,1,116.1,9,1,4,3,0,3,0,0
33,0,98.1,6,9,4,1,0,3,0,0
87,1,80.75,4,9,4,2,2,3,0,1
125,2,101.49,5,15,4,1,2,0,3,1
12,2,129.5,5,16,4,0,1,0,0,1
97,2,141.3,7,21,4,3,2,0,3,1
6,0,77.25,12,20,4,0,1,0,1,1
29,0,130.0,12,17,4,1,0,1,0,1
50,2,126.0,10,16,4,2,2,0,0,1
130,0,105.3,5,23,4,1,1,0,0,0
0,0,123.0,10,20,3,1,0,0,0,1
9,1,75.0,12,10,2,1,0,0,0,1
111,2,79.2,11,28,4,2,1,3,0,0
6,1,136.67,5,16,4,2,1,0,0,1
49,3,109.8,9,2,4,1,0,0,0,1
255,1,80.85,6,3,4,1,0,0,0,0
51,1,65.75,3,3,4,3,1,3,0,1
115,1,114.3,5,16,4,1,1,0,0,1
235,0,106.25,10,27,4,3,1,0,0,0
193,0,95.2,8,26,4,2,2,0,0,0
1,1,192.0,6,27,4,5,1,1,3,1
4,0,70.0,12,16,3,1,0,0,0,1
22,1,75.0,11,3,3,2,0,0,0,1
15,0,106.33,4,15,4,2,1,3,0,0
0,0,95.0,6,23,2,1,0,0,0,1
37,1,83.93,10,28,4,2,0,3,0,1
21,1,149.0,10,5,4,2,0,0,0,1
53,2,79.2,12,16,4,1,0,3,0,1
33,0,99.0,4,14,4,3,1,3,0,1
74,2,133.8,11,9,4,3,0,3,0,1
12,2,141.0,5,2,4,0,1,0,0,1
32,1,91.05,11,10,4,3,2,0,0,1
53,1,121.35,9,1,4,4,2,0,3,1
45,2,86.4,12,8,4,3,0,0,0,1
153,0,119.28,7,5,4,5,1,0,3,0
23,1,93.94,9,5,4,0,1,0,0,1
80,0,144.0,9,19,3,2,1,0,0,1
143,0,112.45,8,25,3,3,1,1,3,1
21,2,162.67,11,11,4,2,1,1,3,1
80,0,86.4,11,21,4,1,1,0,0,0
5,1,139.0,7,14,4,3,0,3,0,1
75,1,90.95,4,11,4,3,1,0,0,1
18,0,47.67,2,22,3,5,1,0,0,0
110,0,95.0,6,26,4,1,2,0,0,0
14,2,126.0,10,19,4,1,1,0,0,1
1,2,106.0,8,20,4,2,0,0,0,1
70,2,113.87,12,8,4,3,0,0,0,1
286,0,117.0,9,16,3,2,0,1,0,0
2,1,81.0,12,15,4,1,0,0,0,1
15,1,117.3,12,28,4,4,0,0,0,1
36,0,60.0,11,3,3,5,0,0,3,1
19,0,172.0,3,26,4,2,2,0,0,0
37,1,97.0,12,19,4,1,1,0,3,1
57,0,89.78,3,27,4,5,2,0,4,1
87,0,72.25,7,11,3,6,3,0,0,1
132,0,114.75,7,14,4,4,2,0,0,0
23,1,91.0,2,21,4,0,1,0,0,0
47,0,198.9,5,6,4,2,0,0,5,0
29,0,73.21,10,13,4,4,0,0,0,1
8,2,90.0,8,13,4,3,0,0,0,1
137,1,90.0,12,9,4,2,1,0,0,1
6,0,58.4,10,1,3,3,2,0,0,1
116,1,90.0,11,3,4,3,1,0,0,1
28,0,171.87,10,8,4,1,1,0,4,1
156,1,105.3,7,26,4,1,0,0,0,0
1,2,140.0,12,31,4,1,0,3,0,1
186,0,40.0,4,22,3,2,1,0,0,1
162,0,115.0,10,14,3,2,2,0,0,0
12,1,90.07,11,10,4,3,2,0,0,1
32,0,85.0,10,15,3,1,1,0,0,1
40,0,68.0,11,26,3,2,2,0,0,1
166,1,100.3,6,19,4,2,2,0,0,0
27,0,83.0,9,22,3,2,0,1,0,1
6,2,149.0,9,15,4,2,0,3,0,1
95,0,60.0,12,29,3,3,0,0,3,1
42,0,91.5,12,28,4,1,1,0,1,1
108,2,140.0,12,25,4,2,2,0,3,1
76,1,71.4,9,16,3,5,2,0,0,1
13,1,90.95,11,8,4,5,2,0,0,1
43,1,96.3,2,18,4,3,0,0,3,1
86,0,120.0,9,24,3,2,0,1,0,1
41,1,140.0,11,18,4,2,0,0,3,1
59,1,75.0,11,14,3,2,1,0,0,1
8,2,220.0,12,30,2,2,1,0,6,1
30,1,15.0,1,3,4,0,1,0,1,1
1,0,100.0,10,2,3,2,0,0,0,1
88,1,69.5,1,29,4,2,0,3,0,1
21,0,79.0,3,14,4,1,1,3,0,1
1,0,142.38,12,17,4,4,2,0,5,1
2,1,258.0,9,2,4,1,0,0,5,1
171,0,76.5,8,20,4,5,2,0,0,0
189,1,90.95,7,5,4,4,0,0,0,0
124,4,163.8,9,4,4,1,2,1,0,1
13,0,173.0,2,9,4,6,2,0,5,1
125,0,55.0,3,27,3,2,2,0,0,0
275,0,91.69,10,9,4,5,3,3,0,0
1,0,0.0,9,5,1,0,0,0,0,1
1,0,95.0,6,7,2,1,0,0,0,1
18,0,80.0,12,11,3,0,1,0,0,1
62,0,94.8,4,25,4,2,1,3,0,1
24,2,96.9,12,7,4,4,0,0,3,1
46,1,243.9,9,20,4,3,0,0,6,0
95,1,65.83,4,14,4,1,0,3,0,1
22,0,115.0,10,5,3,2,0,0,0,1
18,0,107.0,12,6,4,0,2,0,0,1
120,2,72.25,12,29,4,3,0,0,0,1
94,0,76.5,8,1,4,4,2,0,0,1
39,1,175.08,9,23,4,4,1,0,0,1
1,0,65.0,3,1,2,1,0,0,0,1
133,1,104.76,6,2,4,3,1,3,0,0
49,2,106.2,12,5,4,1,2,0,0,1
3,0,80.0,12,19,3,1,2,0,0,1
13,0,96.0,12,5,4,0,1,0,0,1
8,0,169.38,9,21,2,2,0,0,3,1
17,1,60.0,1,30,4,1,1,3,0,1
53,0,93.6,11,21,4,1,1,0,0,0
12,1,98.5,9,1,3,3,0,0,0,1
85,1,42.5,10,6,3,3,1,0,0,1
61,0,55.96,7,11,4,1,2,0,0,1
2,0,95.0,10,13,3,1,0,0,0,1
5,0,95.0,8,23,2,3,0,0,3,1
41,1,116.1,5,9,4,4,1,3,0,0
66,0,149.4,9,15,4,2,0,0,3,0
25,0,159.0,10,19,4,3,0,0,0,0
0,1,82.45,11,3,4,4,0,0,3,1
33,0,143.1,5,9,4,3,1,0,0,0
28,2,70.0,3,18,3,2,0,0,0,1
113,1,116.1,6,9,4,3,0,3,0,1
82,0,43.33,3,26,3,1,2,0,0,1
30,1,170.63,9,18,2,3,2,0,4,0
18,1,65.0,6,20,2,0,1,0,0,1
67,0,105.0,11,25,3,2,0,0,0,1
0,0,177.0,6,17,4,1,0,0,3,1
97,0,102.3,4,16,4,1,2,0,3,1
41,1,125.1,9,10,4,1,2,3,0,1
171,0,92.82,8,4,4,3,2,3,0,0
0,0,6.0,1,7,4,1,0,0,1,1
10,0,118.0,3,18,4,2,0,0,0,0
158,0,99.45,8,1,4,5,2,0,0,0
30,0,87.27,11,11,4,2,1,3,0,1
69,2,79.2,11,4,4,1,0,3,0,1
335,0,90.0,10,13,3,3,0,0,0,1
20,0,95.0,9,18,3,1,2,0,0,1
108,1,94.5,5,2,4,2,1,3,0,1
22,1,221.0,5,13,4,2,0,0,5,0
6,1,127.82,7,11,4,1,1,0,3,0
22,1,87.0,11,14,4,1,2,0,0,1
9,0,111.35,5,31,4,1,0,0,0,0
24,0,80.2,11,27,4,1,2,0,0,1
105,1,110.08,5,2,4,3,1,0,3,1
5,0,131.0,6,12,4,0,1,0,0,1
46,2,86.4,11,23,4,1,0,0,0,1
24,0,111.6,10,2,3,1,0,0,0,1
84,2,80.1,10,30,4,0,2,3,0,1
27,1,151.0,8,22,4,2,1,0,0,0
92,1,90.0,1,16,4,1,1,0,0,1
4,2,79.0,12,5,2,1,1,0,0,1
72,0,156.61,12,26,4,3,1,0,5,0
28,0,90.51,9,3,3,5,2,0,0,1
131,1,83.83,6,26,4,3,2,0,1,1
3,1,81.0,2,12,4,2,0,3,0,1
80,1,96.3,6,23,4,1,0,0,0,1
7,1,88.4,12,4,4,3,2,0,0,1
1,1,106.0,1,29,4,2,2,0,3,1
232,1,100.75,7,12,4,4,0,0,1,0
50,0,170.85,4,13,4,4,1,0,5,0
5,1,65.0,9,28,2,4,0,0,0,1
215,0,90.95,10,3,3,3,1,0,3,1
43,0,60.29,1,15,4,2,1,0,0,0
64,1,64.37,11,21,4,2,1,3,0,1
10,1,87.5,11,14,4,3,1,3,0,1
180,0,80.1,10,28,4,2,0,3,0,0
9,0,123.33,6,12,4,1,2,0,0,0
3,2,119.0,4,24,4,0,1,0,0,1
78,1,69.53,4,4,4,2,1,0,0,1
29,1,88.76,11,11,4,2,1,0,0,1
6,1,80.3,1,16,4,1,0,0,0,1
71,0,132.6,5,7,4,4,2,0,3,1
57,1,54.98,3,10,4,1,0,0,0,1
63,2,80.75,10,19,4,4,1,0,0,0
201,1,127.0,5,24,4,2,0,0,0,0
36,0,133.2,6,9,4,2,0,0,3,0
6,1,108.0,1,22,4,2,0,0,3,1
71,1,108.0,10,18,4,3,0,3,0,1
84,0,96.3,7,17,4,3,2,3,0,0
201,0,82.45,8,6,3,3,2,0,3,1
377,0,90.0,10,14,3,2,0,1,0,0
41,1,86.07,1,7,4,4,2,0,0,1
70,0,87.3,3,13,4,1,2,0,3,0
195,1,82.45,6,30,3,2,0,0,3,1
140,0,94.5,7,17,4,0,2,3,0,0
4,0,65.0,11,17,2,3,0,0,0,1
19,1,68.26,11,20,4,5,2,0,0,1
33,0,104.49,5,9,4,1,1,3,0,0
33,0,210.6,4,30,4,1,1,1,3,0
23,0,98.0,4,8,4,1,0,3,0,1
133,1,110.7,10,21,4,2,0,0,1,1
4,1,101.0,4,21,4,1,0,0,0,1
142,1,76.5,8,9,4,1,2,0,0,1
92,1,134.1,8,20,4,3,2,0,0,0
15,1,105.0,9,9,4,2,0,0,0,1
0,0,0.0,10,31,1,1,0,0,5,1
77,0,140.4,5,17,4,3,0,0,3,0
116,0,131.4,8,22,4,5,1,0,3,0
36,1,114.3,3,11,4,2,1,0,3,0
156,0,81.25,8,7,3,2,2,0,0,1
124,1,48.33,3,15,3,5,1,0,0,1
136,0,121.5,7,16,4,1,1,0,0,0
6,0,162.0,8,16,4,0,1,0,5,0
4,0,75.0,12,11,2,0,2,0,0,1
0,1,106.25,12,27,4,1,0,1,0,1
88,1,96.9,7,18,3,2,1,0,0,1
7,0,56.0,3,2,3,2,0,0,3,1
211,1,121.55,10,21,4,2,2,0,3,0
190,0,119.85,9,26,4,3,1,0,0,0
27,0,75.0,10,18,3,3,2,0,3,1
96,2,94.67,11,18,4,2,1,0,0,1
109,1,174.6,10,28,4,2,1,1,3,0
168,2,127.0,10,1,4,1,1,0,0,0
22,1,155.77,9,8,4,6,2,0,6,1
36,2,243.9,9,16,4,2,0,0,6,1
10,1,136.0,12,28,4,3,1,0,3,1
26,1,119.0,10,9,4,0,2,3,0,0
3,1,109.0,3,11,4,1,0,0,0,1
18,0,150.0,6,17,4,2,0,0,0,0
157,2,101.58,7,11,4,3,1,0,0,0
32,1,120.0,10,24,4,1,1,0,0,1
24,1,97.67,3,11,4,2,1,0,0,0
132,1,70.0,3,28,3,2,1,0,0,1
244,2,98.4,9,29,4,1,0,3,0,0
3,1,64.68,5,16,4,0,1,3,0,1
0,0,71.0,4,23,3,1,2,0,0,1
73,0,170.17,5,7,4,4,2,0,5,0
2,1,67.0,5,4,2,1,0,0,0,1
2,1,120.0,10,1,4,1,0,0,0,1
131,2,76.23,8,5,4,2,0,3,0,1
205,2,126.9,9,5,4,2,1,0,0,0
48,2,79.2,11,4,4,2,1,3,0,1
172,0,102.3,8,23,4,3,0,0,0,0
20,0,85.0,10,27,3,1,0,3,0,1
20,1,69.5,1,24,4,2,2,3,0,1
218,1,99.95,8,9,4,4,0,0,0,0
104,0,97.33,4,28,4,3,1,0,0,0
5,0,0.0,3,16,1,2,0,2,6,1
11,0,145.0,7,10,4,2,2,0,0,0
13,0,79.0,2,5,4,4,2,3,0,0
15,2,105.62,10,29,4,3,0,0,0,1
140,1,127.71,6,19,4,2,2,0,3,1
158,1,97.75,7,7,4,3,1,3,0,0
14,1,105.0,9,8,4,3,0,0,0,1
42,0,74.0,2,26,3,2,0,0,0,1
13,1,77.14,11,20,4,2,2,3,0,0
24,1,108.0,9,12,4,0,1,0,0,1
41,1,107.1,4,4,4,1,1,3,0,0
14,2,151.0,7,2,4,3,2,0,0,1
1,1,124.0,8,1,4,1,1,0,0,1
336,0,81.88,9,21,3,6,2,0,0,1
199,0,128.92,8,12,4,4,2,1,0,0
127,1,85.5,6,29,4,3,0,3,0,1
144,0,151.2,10,5,4,5,2,0,3,0
49,2,126.0,11,16,4,3,0,0,3,1
0,0,200.0,9,16,4,1,0,0,0,1
12,0,154.33,4,30,4,4,2,0,3,0
30,1,76.08,11,17,4,3,0,0,0,1
55,2,81.0,7,7,4,4,0,0,0,0
3,0,95.0,11,10,0,1,0,0,3,1
126,2,129.6,9,23,4,3,2,0,0,1
116,0,76.0,2,28,3,2,2,0,0,1
166,0,80.75,7,5,4,5,0,3,0,0
13,1,90.95,11,8,4,2,2,0,0,1
306,3,104.4,8,14,4,1,2,0,0,1
22,0,177.0,12,27,4,0,2,0,5,1
24,0,285.17,5,21,4,1,2,0,6,0
73,2,150.3,7,4,4,3,1,0,3,1
93,1,72.25,7,10,3,3,2,0,0,1
44,2,98.8,11,26,4,1,1,0,0,1
109,0,80.75,5,22,3,1,2,0,0,1
47,1,123.96,4,28,4,3,1,0,0,1
57,1,84.69,10,10,4,1,2,3,0,1
69,1,72.9,3,12,4,1,1,0,0,0
85,2,89.25,10,23,4,2,1,0,0,1
45,1,108.0,8,31,4,2,0,3,0,1
131,0,94.5,8,15,4,1,2,1,0,0
71,2,68.07,11,28,4,3,1,0,0,1
7,1,91.0,6,23,4,1,0,0,0,0
1,1,105.0,8,10,4,1,1,0,0,1
228,1,90.9,8,10,4,2,0,0,0,0
39,0,80.1,2,27,4,1,1,0,0,0
13,0,149.0,8,26,4,3,2,0,3,0
29,0,66.0,2,24,3,4,0,0,0,1
167,1,119.7,8,21,4,0,2,0,0,0
9,2,91.25,5,7,4,2,2,0,0,1
41,1,57.83,2,9,4,2,0,0,0,1
338,0,90.67,10,7,3,2,1,0,0,1
10,2,107.67,11,18,4,2,1,0,0,1
1,0,65.0,12,3,2,1,0,0,0,1
244,1,92.4,10,30,4,1,2,3,0,1
132,0,139.0,7,7,4,3,0,3,0,0
91,2,121.5,10,7,4,1,0,0,0,0
150,0,123.3,7,30,4,2,2,0,3,0
16,0,76.0,3,8,2,3,0,0,3,1
3,0,0.0,10,2,1,10,4,0,0,1
1,0,100.0,1,27,4,1,0,0,0,1
9,0,56.0,3,2,2,2,0,0,0,1
54,1,77.25,11,11,4,3,2,0,0,1
48,0,80.3,2,6,4,1,0,0,0,1
3,0,65.0,10,12,2,0,1,0,0,0
109,0,89.4,10,24,4,2,1,3,0,0
0,1,114.0,10,13,4,1,0,3,0,1
82,1,97.54,7,23,4,1,2,0,1,1
60,0,80.75,9,4,4,3,2,0,0,1
8,0,67.0,3,2,3,2,0,0,0,1
0,2,129.0,6,18,4,1,0,3,0,1
1,0,65.0,4,1,2,1,0,0,0,1
129,1,114.3,8,15,4,2,1,0,0,1
61,1,91.0,10,4,3,0,2,0,0,1
3,1,75.0,1,5,4,1,0,3,0,1
21,0,88.0,10,25,4,3,0,3,0,0
63,0,117.0,4,3,4,0,2,0,0,1
36,1,107.1,7,1,4,2,0,3,0,1
81,0,80.75,10,22,3,2,2,0,0,1
78,1,70.88,12,22,4,5,2,0,3,1
72,0,76.5,7,22,4,5,2,0,0,0
30,1,233.1,9,2,4,2,0,1,5,1
35,0,60.0,1,5,3,3,0,0,0,1
24,0,96.0,2,3,4,3,0,0,0,0
45,0,93.6,11,19,4,1,1,0,0,0
100,1,164.9,5,15,4,4,2,1,3,1
33,1,135.9,8,8,4,2,1,0,0,0
126,0,93.17,8,6,4,1,2,3,0,0
55,1,59.28,2,5,4,2,1,0,0,1
148,0,90.9,8,22,4,4,1,3,0,0
